인증구분,건물구분,건물용도,지역,연면적,인증등급
예비인증,주거용 이외,교육연구시설,전남,4042.91,4.0
예비인증,주거용 이외,교육연구시설,경남,23544.68,4.0
예비인증,주거용 이외,문화 및 집회시설,충남,875.67,4.0
예비인증,주거용 이외,공장,충북,3349.74,5.0
예비인증,주거용 이외,교육연구시설,부산,13881.42,4.0
예비인증,주거용 이외,동물 및 식물 관련 시설,강원,2085.84,2.0
예비인증,주거용 이외,관광 휴게시설,경남,895.29,4.0
예비인증,주거용 이외,제1종 근린생활시설,경북,1180.08,4.0
예비인증,주거용 이외,교육연구시설,강원,2512.83,4.0
예비인증,주거용 이외,교육연구시설,충북,2141.18,4.0
예비인증,주거용 이외,위락시설,부산,4995.76,5.0
예비인증,주거용 이외,교육연구시설,전북,6093.9,4.0
예비인증,주거용 이외,수련시설,강원,1532.68,4.0
예비인증,주거용 이외,제1종 근린생활시설,경남,959.03,5.0
예비인증,주거용 이외,제1종 근린생활시설,경남,972.83,5.0
예비인증,주거용 이외,제1종 근린생활시설,전남,1704.17,3.0
예비인증,주거용 이외,국방·군사시설,충북,1399.17,5.0
예비인증,주거용 이외,제1종 근린생활시설,인천,612.58,5.0
예비인증,주거용,공동주택,전북,10426.6684,5.0
예비인증,주거용 이외,교육연구시설,강원,3296.14,4.0
예비인증,주거용 이외,업무시설,전남,1514.47,4.0
예비인증,주거용 이외,교육연구시설,충남,3699.48,4.0
예비인증,주거용 이외,업무시설,경기,4990.31,4.0
예비인증,주거용 이외,제1종 근린생활시설,강원,4556.6,4.0
예비인증,주거용 이외,교육연구시설,경기,802.22,5.0
예비인증,주거용 이외,국방·군사시설,경기,4646.88,3.0
예비인증,주거용 이외,제1종 근린생활시설,대구,992.72,5.0
예비인증,주거용 이외,교육연구시설,부산,10092.02,4.0
예비인증,주거용 이외,교육연구시설,서울,38862.01,5.0
예비인증,주거용,공동주택,강원,5300.46,5.0
예비인증,주거용,공동주택,서울,3423.41,5.0
예비인증,주거용,공동주택,서울,38862.01,5.0
예비인증,주거용 이외,제1종 근린생활시설,전북,798.09,5.0
예비인증,주거용 이외,교육연구시설,제주,962.282,5.0
예비인증,주거용 이외,운동시설,제주,8958.47,4.0
예비인증,주거용 이외,교육연구시설,충북,8385.46,4.0
예비인증,주거용 이외,제1종 근린생활시설,전북,1457.92,4.0
예비인증,주거용 이외,업무시설,경남,5977.64,4.0
예비인증,주거용 이외,업무시설,전남,4265.34,4.0
예비인증,주거용 이외,국방·군사시설,충남,2819.41,5.0
예비인증,주거용 이외,제1종 근린생활시설,충남,726.0,4.0
예비인증,주거용 이외,제1종 근린생활시설,경남,996.71,5.0
예비인증,주거용 이외,문화 및 집회시설,경북,4260.41,3.0
예비인증,주거용 이외,제1종 근린생활시설,강원,738.79,4.0
예비인증,주거용 이외,교육연구시설,경남,15564.72,4.0
예비인증,주거용 이외,교육연구시설,경기,2155.77,4.0
예비인증,주거용 이외,교육연구시설,강원,8466.72,4.0
예비인증,주거용 이외,제1종 근린생활시설,충남,690.75,5.0
예비인증,주거용 이외,제1종 근린생활시설,대구,7490.49,5.0
예비인증,주거용 이외,교육연구시설,경북,3228.7913,4.0
예비인증,주거용 이외,국방·군사시설,경북,2406.88,4.0
예비인증,주거용 이외,문화 및 집회시설,경남,2970.66,4.0
예비인증,주거용 이외,제1종 근린생활시설,충남,812.88,5.0
예비인증,주거용 이외,공장,전남,10518.38,4.0
예비인증,주거용 이외,교육연구시설,충북,5357.98,4.0
예비인증,주거용 이외,제1종 근린생활시설,경북,976.13,5.0
예비인증,주거용 이외,국방·군사시설,경기,2140.04,4.0
예비인증,주거용 이외,제2종 근린생활시설,경북,332.28,5.0
예비인증,주거용 이외,제1종 근린생활시설,경기,525.26,5.0
예비인증,주거용 이외,국방·군사시설,인천,2676.38,5.0
예비인증,주거용 이외,제1종 근린생활시설,충남,1254.41,4.0
예비인증,주거용 이외,국방·군사시설,경기,583.69,5.0
예비인증,주거용 이외,판매시설,경기,1955.46,4.0
예비인증,주거용 이외,제1종 근린생활시설,경기,959.92,4.0
예비인증,주거용 이외,제1종 근린생활시설,강원,652.93,3.0
예비인증,주거용 이외,교육연구시설,경북,924.93,5.0
예비인증,주거용 이외,국방·군사시설,인천,2352.36,5.0
예비인증,주거용 이외,관광 휴게시설,전남,708.24,5.0
예비인증,주거용 이외,교육연구시설,충북,608.71,5.0
예비인증,주거용 이외,교육연구시설,전북,12090.33,4.0
예비인증,주거용 이외,업무시설,전남,989.82,4.0
예비인증,주거용 이외,교육연구시설,서울,8215.34,5.0
예비인증,주거용 이외,제1종 근린생활시설,인천,731.43,5.0
예비인증,주거용 이외,업무시설,서울,233411.16,5.0
예비인증,주거용 이외,교육연구시설,전북,9502.83,4.0
