No,인증구분,인증기관,건물구분,건물용도,지역,주소,건물명,신청업체명,연면적,인증등급,인증일자,인증취소일자
346,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,제주,"제주특별자치도 서귀포시 표선면 표선리 일반 1410-1   , ",세종학생해양수련원 ,세종특별자치시교육청,5614.55,4,2025.08.21,-
347,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경북,"경상북도 안동시 수상동  일반 5-1, ",경북교육역사관 건립공사,경상북도교육청,3191.46,3,2025.08.21,-
348,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,충남,"충청남도 천안시  동남구 원성동  일반 460-1, ",천안중앙고등학교 1동교사 공간재구조화사업,충청남도천안교육지원청,10309.87,4,2025.08.21,-
349,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경기,"경기도 이천시 백사면 신대리 일반 20-1, ",백사중학교 증축공사,신안건설산업(주),3297.43,4,2025.08.21,-
350,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,경기,경기 시흥시 서울대학로 173,재외동포교육문화센터,재외동포협력센터,7063.01,4,2025.08.21,-
351,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,울산,울산 남구 중앙로166번길 51,"강남초 그린스마트스쿨 개축공사(교사동,양궁장)",울산광역시교육청,6536.85,4,2025.08.21,-
352,예비인증,한국부동산원,주거용 이외,업무시설,서울,"서울특별시 성북구 정릉동  일반 966-125, , 966-337, 465-5",정릉2동 주민센터 공용청사	,성북구청,1693.34,4,2025.08.21,-
353,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,서울,서울 관악구 낙성대로 23,서울인헌초 그린스마트 미래학교 증개축공사,서울특별시동작관악교육지원청,11709.44,4,2025.08.21,-
354,예비인증,한국건설생활환경시험연구원,주거용 이외,업무시설,서울,서울 동대문구 장한로 77,장안동 374-3 오피스텔,은린개발주식회사,32638.39,5,2025.08.21,-
355,예비인증,한국녹색기후기술원,주거용,"임대주택(영구, 국민, 공공)",전남,"전라남도 곡성군 곡성읍 읍내리 494, 외 5필지",곡성형 청년하우징타운 조성사업,전남곡성군청,3549.0200,5,2025.08.21,-
356,예비인증,한국부동산원,주거용 이외,교육연구시설,강원,강원특별자치도 태백시 황지로 78,광산안전교육관,한국광해광업공단,837.5,3,2025.08.20,-
357,예비인증,한국부동산원,주거용 이외,교육연구시설,경남,경남 진주시 문산읍 월아산로 991,진주 그린바이오 벤처캠퍼스,진주시청,5728.51,2,2025.08.20,-
358,예비인증,한국부동산원,주거용 이외,문화 및 집회시설,전남,"전라남도 해남군 산이면 상공리 일반, 1147",탄소중립 에듀센터 건립사업,환경부,4932.05,+,2025.08.20,-
359,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경남,경남 창원시 성산구 충혼로201번길 7-20,(가칭)보람유치원,경상남도창원교육지원청,2095.60,4,2025.08.19,-
360,예비인증,한국부동산원,주거용 이외,교육연구시설,경남,경남 진주시 진주대로 501,전남대학교 외 1교 생활관 임대형 민자사업-경상국립대학교,전남경상보금자리 주식회사,7287.51,4,2025.08.19,-
361,예비인증,한국환경건축연구원,주거용 이외,관광 휴게시설,경남,"경상남도 합천군 대병면 유전리 산 89-5, 일원",함양울산선 합천호(함양)휴게소 신축,한국도로공사,2538.24,3,2025.08.19,-
362,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,전남,"전라남도 영광군 영광읍 무령리 317-1, ",영광옥당중 공간 재구조화 개축공사,전라남도교육청,4330.02,1,2025.08.19,-
363,예비인증,한국환경건축연구원,주거용 이외,노유자시설,경기,"경기도 안산시  단원구 초지동  일반 606-1, ",복합 노인복지센터,안산시청,3357.57,4,2025.08.19,-
364,예비인증,한국부동산원,주거용 이외,제2종 근린생활시설,서울,서울 중구 다산로 128-12,신당동369-37번지 oo빌딩 신축공사,(주)마이컴피앤씨,1247.10,5,2025.08.19,-
365,예비인증,한국부동산원,주거용,공동주택,경기,"경기도 수원시  장안구 율전동  294-2, 번지",경기도 수원시 장안구 율전동 294-2 신축계획안,성환이앤씨주식회사,6195.56,4,2025.08.19,-
366,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,전남,전남 여수시 대학로 50,전남대학교 외 1교 생활관 임대형 민자사업-전남대학교,전남경상보금자리 주식회사,9810.63,5,2025.08.18,-
367,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,부산,부산 남구 유엔로25번길 66,신연초등학교,부산남부교육지원청,7007.22,4,2025.08.18,-
368,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경남,경남 함안군 군북면 덕대길 26-16,군북초등학교 다목적강당 및 급식소 증축공사,함안교육지원청,1192.43,4,2025.08.14,-
369,예비인증,한국교육녹색환경연구원,주거용 이외,노유자시설,울산,"울산광역시 중구 성남동  일반 219-200, ",청소년 문화회관 건립공사,울산광역시,9417.688,4,2025.08.14,-
370,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,대구,"대구광역시 달서구 상인동  일반 1526-1, ",상인동 1526-1 근린생활시설,(주)제이홍,4398.44,5,2025.08.14,-
371,예비인증,한국환경건축연구원,주거용 이외,업무시설,서울,서울 도봉구 방학로2길 27,방학1동 주민센터,도봉구청,2408.74,4,2025.08.14,-
372,예비인증,한국녹색기후기술원,주거용 이외,업무시설,서울,서울 동작구 노량진로 223,"서울시 동작구 본동 360-9,360-2,361-2 신축공사(비주거)",주식회사도시계획,2714.40,5,2025.08.14,-
373,예비인증,한국녹색기후기술원,주거용,공동주택,서울,서울 동작구 노량진로 223,"서울시 동작구 본동 360-9,360-2,361-2 신축공사(주거)",주식회사도시계획,2714.40,5,2025.08.14,-
374,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,전북,전북특별자치도 전주시 덕진구 백제대로 567,전북대학교 생활관(5차) 임대형 민자사업(BTL),전북누리미래학사(주),16828.07,4,2025.08.13,-
375,예비인증,한국녹색기후기술원,주거용 이외,운동시설,강원,"강원특별자치도 양구군 양구읍 상리 일반 124-6, 외 1필지",스마트 실내 어린이 놀이시설,양구군청,2366.25,3,2025.08.13,-
376,예비인증,한국환경건축연구원,주거용 이외,제2종 근린생활시설,서울,"서울특별시 강동구 길동  일반 12-7, ",동물복지지원센터 강동,도시기반시설본부 건축부,1475.31,4,2025.08.13,-
377,본인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,경기,"경기도 양평군 옥천면 신복리 일반 876-4, ",7군단 11사단 108기보대대 취사식당,국방시설본부,850.87,3,2025.08.12,-
378,본인증,한국교육녹색환경연구원,주거용 이외,발전시설,세종,세종특별자치시 갈매로 1030,신세종빛드림본부 주제어건물,한국남부발전 신세종빛드림본부,5492.54,4,2025.08.12,-
379,본인증,한국교육녹색환경연구원,주거용 이외,발전시설,세종,세종특별자치시 갈매로 1030,신세종빛드림본부 종합사무실,한국남부발전 신세종빛드림본부,7119.41,4,2025.08.12,-
380,예비인증,한국녹색기후기술원,주거용 이외,업무시설,강원,강원특별자치도 춘천시 영서로 2854,강원특별자치도 교육청 본청 급식소 증축공사,강원특별자치도교육청,1262.26,4,2025.08.12,-
381,예비인증,한국건설생활환경시험연구원,주거용 이외,노유자시설,제주,"제주특별자치도 제주시 아라일동 , 1번지 외 19필지",제주시 아라일동 1번지외 19필지 제주대학교 직장어린이집 신축공사,제주대학교,811.23,5,2025.08.12,-
382,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경기,"경기도 수원시  권선구 금곡동 , 1080번지",금곡동 공공도서관,수원시도서관사업소,1694.06,3,2025.08.12,-
383,예비인증,한국부동산원,주거용 이외,교육연구시설,대전,"대전광역시 동구 천동  일반, 92-1번지 일원",(가칭)대전천동중학교 신축공사 설계용역,대전광역시교육청,9331.25,4,2025.08.12,-
384,예비인증,한국생산성본부인증원,주거용,공동주택,서울,서울 동대문구 청계천로 509,맹그로브 용두,퍼시픽맹그로브제82의2호일반사모부동산모투자회사,7523.96,5,2025.08.12,-
385,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,경기,"경기도 성남시  분당구 수내동  일반 85,  ",분당경찰서 수내파출소,경기도남부경찰청,606.62,5,2025.08.11,-
386,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,대전,대전 중구 동서대로 1368,그린스마트스쿨 충남여자중(C동-교사동),대전교육사랑4차 주식회사,6592.44,5,2025.08.11,-
387,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,인천,인천 부평구 부평대로88번길 19,인천부평동초 공간재구조화 증개축 및 거점형늘봄센터 설치공사(동관동),인천광역시북부교육지원청,4265.88,4,2025.08.11,-
388,예비인증,한국생산성본부인증원,주거용,공동주택,인천,"인천광역시 서구 가정동 , 인천가정2 공공주택지구 내 B-2BL",인천가정2 B-2BL,한국토지주택공사,51660.08,5,2025.08.11,-
389,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,경남,경남 통영시 용남면 장문로 46,통영 목재문화체험장,통영시청,1311.50,4,2025.08.08,-
390,예비인증,한국교육녹색환경연구원,주거용 이외,업무시설,경기,경기 의정부시 평화로439번길 31,의정부시 의정부동 신축공사,(주)이에이치건설,12470.0255,5,2025.08.08,-
391,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,대전,대전 대덕구 신탄진로 189,그린스마트스쿨 와동초(2동-교사동),대전교육사랑4차 주식회사,2472.47,5,2025.08.08,-
392,예비인증,한국환경건축연구원,주거용 이외,업무시설,경북,경북 고령군 성산면 성산로 897,성산 어울림센터 건립사업,고령군청,1418.47,4,2025.08.07,-
393,예비인증,한국생산성본부인증원,주거용 이외,업무시설,전남,"전라남도 여수시 화정면 백야리 230 , 외 3필지",화정면사무소,여수시청,1359.34,4,2025.08.07,-
394,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,충남,"충청남도 태안군 소원면 모항리 일반 1323-237 , 외 4필지",만리포 워케이션 센터,태안군청,621.79,5,2025.08.07,-
395,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,서울,서울 노원구 공릉로 265,"한천중학교 급식실, 학생식당 및 개방형 도서관",서울특별시북부교육지원청,960.14,5,2025.08.07,-
396,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,서울,서울 마포구 월드컵북로6길 29,마포경찰서 연남파출소 신축공사,서울경찰청,845.48,5,2025.08.07,-
397,예비인증,한국생산성본부인증원,주거용 이외,공장,전북,"전북특별자치도 익산시 왕궁면 광암리 일반 1427-2, ",푸드테크 연구지원센터 기본 및 실시설계용역,한국식품산업클러스터진흥원,1499.09,5,2025.08.06,-
398,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,경남,"경상남도 거창군 남상면 월평리 일반 2275, 외 6필지",거창창포원 창포문화관,거창군청,2000.3,4,2025.08.06,-
399,예비인증,한국부동산원,주거용 이외,교육연구시설,광주,광주 서구 염화로 37,화정남초등학교 다목적강당,빛고을중앙공원개발(주),2876.599,4,2025.08.06,-
400,본인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,충남,"충청남도 청양군 대치면 주정리 233-1, 외 5필지",칠갑문화센터,청양군청,627.98,4,2025.08.05,-
401,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,전북,"전북특별자치도 익산시 마동  156-1, 외 3필지",익산 영재발명위센터,전북특별자치도익산교육지원청,3289.03,4,2025.08.05,-
402,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,경북,"경상북도 영천시 교촌동  일반 225-4, 외 6필지",새희망 어울림센터  신축공사,영천시청,1361.56,3,2025.08.05,-
403,예비인증,한국녹색기후기술원,주거용 이외,업무시설,서울,서울 강남구 학동로 144,논현동 PCN 사옥 신축공사,(주)피씨엔,3074.23,5,2025.08.05,-
